Title,Price,Link
Art & Lutherie Americana Natural EQ Acoustic Electric Guitar,$235.00,https://www.kijiji.ca/v-guitar/city-of-toronto/art-lutherie-americana-natural-eq-acoustic-electric-guitar/1690611864
Breedlive USA Concerto Signature,"$2,299.00",https://www.kijiji.ca/v-guitar/hamilton/breedlive-usa-concerto-signature/1703936275
Reverend Guitars Gil Parris Signature Guitar Roasted Maple,"$2,299.00",https://www.kijiji.ca/v-guitar/london/reverend-guitars-gil-parris-signature-guitar-roasted-maple/1669040689
"Reverend Guitars Billy Corgan Signature Z-One, Midnight Black","$2,049.00",https://www.kijiji.ca/v-guitar/london/reverend-guitars-billy-corgan-signature-z-one-midnight-black/1669040696
Breedlove USA Concerto ,"$2,499.00",https://www.kijiji.ca/v-guitar/hamilton/breedlove-usa-concerto/1703936080
Vintage 5 MINUTE GUITAR BOOK 1926,$5.00,https://www.kijiji.ca/v-guitar/ottawa/vintage-5-minute-guitar-book-1926/1681861384
Vintage VS6 Electric Guitar,$200.00,https://www.kijiji.ca/v-guitar/st-catharines/vintage-vs6-electric-guitar/1703935825
strat loaded pickguard,$80.00,https://www.kijiji.ca/v-guitar/city-of-toronto/strat-loaded-pickguard/1703935763
Jay Turser Cleopatra Electric Guitar,$200.00,https://www.kijiji.ca/v-guitar/st-catharines/jay-turser-cleopatra-electric-guitar/1703935694
Godin Session Guitar,$600.00,https://www.kijiji.ca/v-guitar/st-catharines/godin-session-guitar/1703935633
Harley Benton Short scale bass,$200.00,https://www.kijiji.ca/v-guitar/ottawa/harley-benton-short-scale-bass/1703935529
Washburn Acoustic Guitar,$300.00,https://www.kijiji.ca/v-guitar/st-catharines/washburn-acoustic-guitar/1703935463
strat rosewood neck,$80.00,https://www.kijiji.ca/v-guitar/city-of-toronto/strat-rosewood-neck/1703935300
strat body,$100.00,https://www.kijiji.ca/v-guitar/city-of-toronto/strat-body/1703935124
Ibanez ATK 300 Bass Guitar,$700.00,https://www.kijiji.ca/v-guitar/st-catharines/ibanez-atk-300-bass-guitar/1703934832
Epiphone Les Paul Special ,$300.00,https://www.kijiji.ca/v-guitar/napanee/epiphone-les-paul-special/1703934474
Fender Stratocaster electric guitar,$800.00,https://www.kijiji.ca/v-guitar/chatham-kent/fender-stratocaster-electric-guitar/1703367868
Epiphone Riviera Electric Guitar,$699.00,https://www.kijiji.ca/v-guitar/ottawa/epiphone-riviera-electric-guitar/1702114895
PRECISION GUITAR WORX,Please Contact,https://www.kijiji.ca/v-guitar/sudbury/precision-guitar-worx/1660305330
1974 Gibson L5s Custom ,"$8,800.00",https://www.kijiji.ca/v-guitar/london/1974-gibson-l5s-custom/1703274556
"DIY Guitar Kits, The largest selection of Do it Yourself Guitars",Please Contact,https://www.kijiji.ca/v-guitar/markham-york-region/diy-guitar-kits-the-largest-selection-of-do-it-yourself-guitars/1483566448
Fender Stratocaster USA 1997 on an MJT 1 Piece Ash Nitro Body,$795.00,https://www.kijiji.ca/v-guitar/ottawa/fender-stratocaster-usa-1997-on-an-mjt-1-piece-ash-nitro-body/1703720339
Upgraded Epiphone Dot 335 Cherry w/ Bigsby and Hardshell Case,$950.00,https://www.kijiji.ca/v-guitar/city-of-toronto/upgraded-epiphone-dot-335-cherry-w-bigsby-and-hardshell-case/1703933419
Loaded Stratocaster Pickguard,$120.00,https://www.kijiji.ca/v-guitar/kingston-on/loaded-stratocaster-pickguard/1703933214
Vintage BC Rich Acoustic/ Electric Guitar $400 OBO,$400.00,https://www.kijiji.ca/v-guitar/oakville-halton-region/vintage-bc-rich-acoustic-electric-guitar-400-obo/1677958647
Kent 12 string guitar shell,Free,https://www.kijiji.ca/v-guitar/oakville-halton-region/kent-12-string-guitar-shell/1699782467
Stratocaster US Body,$900.00,https://www.kijiji.ca/v-guitar/city-of-toronto/stratocaster-us-body/1703932738
Fender 12-string acoustic/electric guitar,$300.00,https://www.kijiji.ca/v-guitar/oakville-halton-region/fender-12-string-acoustic-electric-guitar/1703932447
Gibson Memphis ES-339 (2017),"$3,100.00",https://www.kijiji.ca/v-guitar/markham-york-region/gibson-memphis-es-339-2017/1703931931
acoustic guitar ,$200.00,https://www.kijiji.ca/v-guitar/thunder-bay/acoustic-guitar/1703931504
Kent Mandolin,Please Contact,https://www.kijiji.ca/v-guitar/thunder-bay/kent-mandolin/1703931415
Orange cabinet ,"$1,350.00",https://www.kijiji.ca/v-guitar/city-of-toronto/orange-cabinet/1703930663
Like New Epiphone Slash AFD Les Paul Special II Outfit,$350.00,https://www.kijiji.ca/v-guitar/brantford/like-new-epiphone-slash-afd-les-paul-special-ii-outfit/1703930662
2000 Fender Stratocaster w/USA pickups,$950.00,https://www.kijiji.ca/v-guitar/ottawa/2000-fender-stratocaster-w-usa-pickups/1703926158
Ibanez Bass,$200.00,https://www.kijiji.ca/v-guitar/thunder-bay/ibanez-bass/1703930191
Ibanez IC420FM Iceman - Violin Sunburst w/ Gig Bag,"$1,119.00",https://www.kijiji.ca/v-guitar/city-of-toronto/ibanez-ic420fm-iceman-violin-sunburst-w-gig-bag/1703930097
Fender Sixty Six (rare),"$1,100.00",https://www.kijiji.ca/v-guitar/hamilton/fender-sixty-six-rare/1695808787
Fender Special Edition Custom HH FMT Telecaster,"$1,100.00",https://www.kijiji.ca/v-guitar/hamilton/fender-special-edition-custom-hh-fmt-telecaster/1689710211
Les Paul Custom - Prophecy Plus EX  MS,$900.00,https://www.kijiji.ca/v-guitar/hamilton/les-paul-custom-prophecy-plus-ex-ms/1684315256
"Fender Amplifier - 68 Custom Vibro Champ Reverb, 120V","$1,150.00",https://www.kijiji.ca/v-guitar/mississauga-peel-region/fender-amplifier-68-custom-vibro-champ-reverb-120v/1703929415
Les Paul epiphone limited edition slash gold top,$800.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/les-paul-epiphone-limited-edition-slash-gold-top/1703929245
2013 Suhr Classic S,"$3,900.00",https://www.kijiji.ca/v-guitar/ottawa/2013-suhr-classic-s/1703929092
Hudson Kingfisher Acoustic Guitar for sale (UK Brand),$900.00,https://www.kijiji.ca/v-guitar/ottawa/hudson-kingfisher-acoustic-guitar-for-sale-uk-brand/1703928108
FIREFLY Guitar and Amp,$300.00,https://www.kijiji.ca/v-guitar/hamilton/firefly-guitar-and-amp/1700122803
gretsch 2655T ,$600.00,https://www.kijiji.ca/v-guitar/st-catharines/gretsch-2655t/1703927833
sell or maybe trade guitars and acces,Please Contact,https://www.kijiji.ca/v-guitar/oshawa-durham-region/sell-or-maybe-trade-guitars-and-acces/1703927818
Martin Dreadnought jr. Acoustic,$600.00,https://www.kijiji.ca/v-guitar/oshawa-durham-region/martin-dreadnought-jr-acoustic/1703927427
"BC Rich Warlock ""beast"" body art series 2002 limited edition",$150.00,https://www.kijiji.ca/v-guitar/sudbury/bc-rich-warlock-beast-body-art-series-2002-limited-edition/1703927231
Acoustic guitar,$650.00,https://www.kijiji.ca/v-guitar/oshawa-durham-region/acoustic-guitar/1703926886
TAYLOR 314CE - NATURAL W/ CASE,"$3,399.00",https://www.kijiji.ca/v-guitar/trenton-on/taylor-314ce-natural-w-case/1703926560
Ukulele is available for sale,$45.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/ukulele-is-available-for-sale/1575920889
YAMAHA   FG - 75   GUITAR    $ 300,$300.00,https://www.kijiji.ca/v-guitar/hamilton/yamaha-fg-75-guitar-300/1703925754
Classical Guitar KAWAI G-150E,$435.00,https://www.kijiji.ca/v-guitar/city-of-toronto/classical-guitar-kawai-g-150e/1703925740
Vintage 70's Fender or Gibson Style Guitar Case,$100.00,https://www.kijiji.ca/v-guitar/oakville-halton-region/vintage-70s-fender-or-gibson-style-guitar-case/1703925728
Yamaha F-340 acoustic guitar,$140.00,https://www.kijiji.ca/v-guitar/markham-york-region/yamaha-f-340-acoustic-guitar/1703925721
Hercules double guitars stand,$65.00,https://www.kijiji.ca/v-guitar/city-of-toronto/hercules-double-guitars-stand/1703925594
PRECISION GUITAR WORX,Please Contact,https://www.kijiji.ca/v-guitar/sudbury/precision-guitar-worx/1660305330
Epiphone Riviera Electric Guitar,$699.00,https://www.kijiji.ca/v-guitar/ottawa/epiphone-riviera-electric-guitar/1702114895
"DIY Guitar Kits, The largest selection of Do it Yourself Guitars",Please Contact,https://www.kijiji.ca/v-guitar/markham-york-region/diy-guitar-kits-the-largest-selection-of-do-it-yourself-guitars/1483566448
Fender Stratocaster USA 1997 on an MJT 1 Piece Ash Nitro Body,$795.00,https://www.kijiji.ca/v-guitar/ottawa/fender-stratocaster-usa-1997-on-an-mjt-1-piece-ash-nitro-body/1703720339
Fender Stratocaster electric guitar,$800.00,https://www.kijiji.ca/v-guitar/chatham-kent/fender-stratocaster-electric-guitar/1703367868
1974 Gibson L5s Custom ,"$8,800.00",https://www.kijiji.ca/v-guitar/london/1974-gibson-l5s-custom/1703274556
Ltd 256,$475.00,https://www.kijiji.ca/v-guitar/city-of-toronto/ltd-256/1703923993
FENDER SQUIER BASS GUITAR,$290.00,https://www.kijiji.ca/v-guitar/london/fender-squier-bass-guitar/1703923948
Left Handed Jackson Rhoads JS32,$450.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/left-handed-jackson-rhoads-js32/1703923464
Yamaha FG-403MS Acoustic Guitar ,$140.00,https://www.kijiji.ca/v-guitar/city-of-toronto/yamaha-fg-403ms-acoustic-guitar/1703923110
Fender Squier Elecrric and Amp Combo,$250.00,https://www.kijiji.ca/v-guitar/city-of-toronto/fender-squier-elecrric-and-amp-combo/1703922599
Fender HotRod Telecaster,"$2,000.00",https://www.kijiji.ca/v-guitar/st-catharines/fender-hotrod-telecaster/1703922428
Gibson Les Paul Tribute guitar,"$1,200.00",https://www.kijiji.ca/v-guitar/st-catharines/gibson-les-paul-tribute-guitar/1703922000
Denver acoustic bass,$250.00,https://www.kijiji.ca/v-guitar/woodstock-on/denver-acoustic-bass/1703921599
Les Paul Epiphone electric guitar with rocksmith bundle,$200.00,https://www.kijiji.ca/v-guitar/oshawa-durham-region/les-paul-epiphone-electric-guitar-with-rocksmith-bundle/1703921125
Fender Stratocaster with Hard Case,$500.00,https://www.kijiji.ca/v-guitar/city-of-toronto/fender-stratocaster-with-hard-case/1703903818
2013 Fender American Deluxe Dimension Bass,"$2,000.00",https://www.kijiji.ca/v-guitar/ottawa/2013-fender-american-deluxe-dimension-bass/1703920677
La Patrie All Solid Classical Guitar with Hard Shell Case,$750.00,https://www.kijiji.ca/v-guitar/london/la-patrie-all-solid-classical-guitar-with-hard-shell-case/1703920153
Squier Affinity Stratocaster Guitar,$150.00,https://www.kijiji.ca/v-guitar/st-catharines/squier-affinity-stratocaster-guitar/1703862998
BeaverCreek 1/2 Size Guitar & carrying bag & Quick Start Book,$150.00,https://www.kijiji.ca/v-guitar/markham-york-region/beavercreek-1-2-size-guitar-carrying-bag-quick-start-book/1674730989
Beaver Creek 1/2 Size Guitar & carrying bag & QuickStart Book,$150.00,https://www.kijiji.ca/v-guitar/markham-york-region/beaver-creek-1-2-size-guitar-carrying-bag-quickstart-book/1674730871
"1989 Gibson Pickups, Vintage, Post-PAF",$650.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/1989-gibson-pickups-vintage-post-paf/1703917134
PRS SE CE24 with gig bag!,$939.00,https://www.kijiji.ca/v-guitar/trenton-on/prs-se-ce24-with-gig-bag/1703919239
Fender American Vintage 2 - Stratocaster!,"$3,049.00",https://www.kijiji.ca/v-guitar/trenton-on/fender-american-vintage-2-stratocaster/1703919031
Seymour Duncan Classic Stack Plus For Strat,$70.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/seymour-duncan-classic-stack-plus-for-strat/1703918469
1952 Gibson J45 Sunburst,"$8,500.00",https://www.kijiji.ca/v-guitar/city-of-toronto/1952-gibson-j45-sunburst/1703918265
P.R.S. S2 Standard 24 Satin USA,"$1,250.00",https://www.kijiji.ca/v-guitar/mississauga-peel-region/p-r-s-s2-standard-24-satin-usa/1703918159
Fender Telecaster Pickups - Hand Wound - Vineham,$140.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/fender-telecaster-pickups-hand-wound-vineham/1703918154
Fender Squier Telecaster Standard 2018 Excellent.,$325.00,https://www.kijiji.ca/v-guitar/ottawa/fender-squier-telecaster-standard-2018-excellent/1703918108
Jay Turser Vintage Series Bass Guitar w/ Case,$375.00,https://www.kijiji.ca/v-guitar/ottawa/jay-turser-vintage-series-bass-guitar-w-case/1482896864
Boutique Guitars,"$4,500.00",https://www.kijiji.ca/v-guitar/london/boutique-guitars/1703917873
Fender FSR Deluxe Telecaster,$800.00,https://www.kijiji.ca/v-guitar/ottawa/fender-fsr-deluxe-telecaster/1703917805
Extreme Thrash Metal-Play It with This Rare Pro Gear,Please Contact,https://www.kijiji.ca/v-guitar/city-of-toronto/extreme-thrash-metal-play-it-with-this-rare-pro-gear/1703916647
1992 Made in Japan Squier Strat,$500.00,https://www.kijiji.ca/v-guitar/brantford/1992-made-in-japan-squier-strat/1703916385
"Guitar, Classical ",Please Contact,https://www.kijiji.ca/v-guitar/kitchener-waterloo/guitar-classical/1703916016
Les Paul epiphone limited edition slash gold top,$800.00,https://www.kijiji.ca/v-guitar/barrie/les-paul-epiphone-limited-edition-slash-gold-top/1703915719
Les Paul epiphone limited edition slash gold top,$800.00,https://www.kijiji.ca/v-guitar/hamilton/les-paul-epiphone-limited-edition-slash-gold-top/1703915555
Les Paul epiphone limited edition slash gold top,$800.00,https://www.kijiji.ca/v-guitar/markham-york-region/les-paul-epiphone-limited-edition-slash-gold-top/1703915509
Spanish Classical Guitar Artisano,Swap/Trade,https://www.kijiji.ca/v-guitar/oakville-halton-region/spanish-classical-guitar-artisano/1703914043
Electric Acoustic Dreadnought Beaver Creek Guitar & Yamaha Amp,$299.00,https://www.kijiji.ca/v-guitar/st-catharines/electric-acoustic-dreadnought-beaver-creek-guitar-yamaha-amp/1703913172
"DIY Guitar Kits, The largest selection of Do it Yourself Guitars",Please Contact,https://www.kijiji.ca/v-guitar/markham-york-region/diy-guitar-kits-the-largest-selection-of-do-it-yourself-guitars/1483566448
Epiphone Riviera Electric Guitar,$699.00,https://www.kijiji.ca/v-guitar/ottawa/epiphone-riviera-electric-guitar/1702114895
Fender Stratocaster USA 1997 on an MJT 1 Piece Ash Nitro Body,$795.00,https://www.kijiji.ca/v-guitar/ottawa/fender-stratocaster-usa-1997-on-an-mjt-1-piece-ash-nitro-body/1703720339
1974 Gibson L5s Custom ,"$8,800.00",https://www.kijiji.ca/v-guitar/london/1974-gibson-l5s-custom/1703274556
Fender Stratocaster electric guitar,$800.00,https://www.kijiji.ca/v-guitar/chatham-kent/fender-stratocaster-electric-guitar/1703367868
PRECISION GUITAR WORX,Please Contact,https://www.kijiji.ca/v-guitar/sudbury/precision-guitar-worx/1660305330
ELECTRIC GUITAR  AND   AMP  --  LIKE  NEW,$225.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/electric-guitar-and-amp-like-new/1703912013
IBANEZ  BASS GUITAR  WITH CASE --  LIKE NEW,$265.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/ibanez-bass-guitar-with-case-like-new/1703911877
VINTAGE SUZUKI ACOUSTIC GUITAR  --  JAPAN,$245.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/vintage-suzuki-acoustic-guitar-japan/1703911728
Fender Partscaster / 60s Telecaster Build,"$1,400.00",https://www.kijiji.ca/v-guitar/city-of-toronto/fender-partscaster-60s-telecaster-build/1703911404
DENVER ACOUSTIC GUITAR --  EXCELLENT  CONDITION,$120.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/denver-acoustic-guitar-excellent-condition/1703911388
Fender Deluxe Fat Strat,"$2,495.00",https://www.kijiji.ca/v-guitar/ottawa/fender-deluxe-fat-strat/1698036040
PRS Johnny Hiland Guitar,"$2,800.00",https://www.kijiji.ca/v-guitar/ottawa/prs-johnny-hiland-guitar/1697694656
Martin Mahogany 000-15SM,"$2,250.00",https://www.kijiji.ca/v-guitar/ottawa/martin-mahogany-000-15sm/1703910119
Old guitar with strap,$50.00,https://www.kijiji.ca/v-guitar/city-of-toronto/old-guitar-with-strap/1703909631
John Mayer Silver Sky Dragon Fruit,$950.00,https://www.kijiji.ca/v-guitar/city-of-toronto/john-mayer-silver-sky-dragon-fruit/1703909093
JAY Jr. Guitar & PROFILE  Carrying Case,$125.00,https://www.kijiji.ca/v-guitar/city-of-toronto/jay-jr-guitar-profile-carrying-case/1703908949
Jackson USA Signature Adrian Smith San Dimas SDM (2016),"$3,000.00",https://www.kijiji.ca/v-guitar/ottawa/jackson-usa-signature-adrian-smith-san-dimas-sdm-2016/1703908768
Jackson Kelly Professional Guitar,"$1,100.00",https://www.kijiji.ca/v-guitar/kingston-on/jackson-kelly-professional-guitar/1699435932
Fender Stratocaster Tom Delonge Reissue,"$1,300.00",https://www.kijiji.ca/v-guitar/woodstock-on/fender-stratocaster-tom-delonge-reissue/1703908458
1976 Ibanez Lawsuit Era 2370,$999.00,https://www.kijiji.ca/v-guitar/ottawa/1976-ibanez-lawsuit-era-2370/1703908378
Yamaha S-50A Classical Acoustic (Nippon Gakki),$269.00,https://www.kijiji.ca/v-guitar/oshawa-durham-region/yamaha-s-50a-classical-acoustic-nippon-gakki/1695790918
F/S MJM Sixties Uni-Vibe Bigbox Pedal,$350.00,https://www.kijiji.ca/v-guitar/city-of-toronto/f-s-mjm-sixties-uni-vibe-bigbox-pedal/1688671698
squier cyclone electric Guitar by fender,$400.00,https://www.kijiji.ca/v-guitar/oshawa-durham-region/squier-cyclone-electric-guitar-by-fender/1703906662
Martin Smith Guitar (W-101-N-PK),$80.00,https://www.kijiji.ca/v-guitar/city-of-toronto/martin-smith-guitar-w-101-n-pk/1703905872
Sonuus G2M v2   100$,$100.00,https://www.kijiji.ca/v-guitar/markham-york-region/sonuus-g2m-v2-100/1670979054
Squier Strat Parts,$100.00,https://www.kijiji.ca/v-guitar/ottawa/squier-strat-parts/1703905536
2013 Fender Marcus Miller V USA Jazz Bass,"$3,500.00",https://www.kijiji.ca/v-guitar/city-of-toronto/2013-fender-marcus-miller-v-usa-jazz-bass/1703905084
JOHNSON ACOUSTIC  GUITAR ( GREAT QUALITY ),$150.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/johnson-acoustic-guitar-great-quality/1703904552
VINTAGE 1960'S NATIONAL  ELECTRIC  GUITAR,"$1,200.00",https://www.kijiji.ca/v-guitar/kitchener-waterloo/vintage-1960s-national-electric-guitar/1703904499
Spector NS-6A Guitar. Kramer Era.,"$2,000.00",https://www.kijiji.ca/v-guitar/city-of-toronto/spector-ns-6a-guitar-kramer-era/1703904163
Vintage Hondo H1 Death Dagger Guitar. ,"$1,200.00",https://www.kijiji.ca/v-guitar/city-of-toronto/vintage-hondo-h1-death-dagger-guitar/1703903911
Crafter guitar kpk0038,"$1,800.00",https://www.kijiji.ca/v-guitar/oshawa-durham-region/crafter-guitar-kpk0038/1703903399
Guitar / Instrument Cable,$10.00,https://www.kijiji.ca/v-guitar/st-catharines/guitar-instrument-cable/1691506412
"WANTED: Hard case for a 335, Dot Archtop",Please Contact,https://www.kijiji.ca/v-guitar/ottawa/wanted:-hard-case-for-a-335-dot-archtop/1703902849
"5 String Active Bass Body, String Through Bridge",$200.00,https://www.kijiji.ca/v-guitar/city-of-toronto/5-string-active-bass-body-string-through-bridge/1703902573
Pro Level Custom Guitars,"$4,000.00",https://www.kijiji.ca/v-guitar/london/pro-level-custom-guitars/1703902109
Fender MIM Telecaster ,$800.00,https://www.kijiji.ca/v-guitar/barrie/fender-mim-telecaster/1703902088
Guitar Martin D-28 1978 mint condition  $4000.00,"$4,000.00",https://www.kijiji.ca/v-guitar/markham-york-region/guitar-martin-d-28-1978-mint-condition-4000-00/1703901582
"Brand New SKB 335 Hardshell Case - TSA Latch, Over-Molded Handle",$250.00,https://www.kijiji.ca/v-guitar/city-of-toronto/brand-new-skb-335-hardshell-case-tsa-latch-over-molded-handle/1703901520
PRECISION GUITAR WORX,Please Contact,https://www.kijiji.ca/v-guitar/sudbury/precision-guitar-worx/1660305330
Epiphone Riviera Electric Guitar,$699.00,https://www.kijiji.ca/v-guitar/ottawa/epiphone-riviera-electric-guitar/1702114895
Fender Stratocaster electric guitar,$800.00,https://www.kijiji.ca/v-guitar/chatham-kent/fender-stratocaster-electric-guitar/1703367868
"DIY Guitar Kits, The largest selection of Do it Yourself Guitars",Please Contact,https://www.kijiji.ca/v-guitar/markham-york-region/diy-guitar-kits-the-largest-selection-of-do-it-yourself-guitars/1483566448
1974 Gibson L5s Custom ,"$8,800.00",https://www.kijiji.ca/v-guitar/london/1974-gibson-l5s-custom/1703274556
Fender Stratocaster USA 1997 on an MJT 1 Piece Ash Nitro Body,$795.00,https://www.kijiji.ca/v-guitar/ottawa/fender-stratocaster-usa-1997-on-an-mjt-1-piece-ash-nitro-body/1703720339
Black Tremolo Bar,$10.00,https://www.kijiji.ca/v-guitar/oakville-halton-region/black-tremolo-bar/1700006016
MIA Fender Telecaster Pickup Set,$175.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/mia-fender-telecaster-pickup-set/1703899909
Gibson Deluxe tuners,$80.00,https://www.kijiji.ca/v-guitar/oakville-halton-region/gibson-deluxe-tuners/1699994576
Martin Backpacker Traveling guitar with case,$120.00,https://www.kijiji.ca/v-guitar/norfolk-county/martin-backpacker-traveling-guitar-with-case/1703898618
Seymour Duncan Stratocaster Hot Rail Pickups,$150.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/seymour-duncan-stratocaster-hot-rail-pickups/1703899587
2007 Gibson J185 True Vintage,"$2,900.00",https://www.kijiji.ca/v-guitar/oshawa-durham-region/2007-gibson-j185-true-vintage/1703899454
Adam jones signature Les paul,"$3,000.00",https://www.kijiji.ca/v-guitar/north-bay/adam-jones-signature-les-paul/1703899371
Orillia..Trade for Les Paul,"$1,500.00",https://www.kijiji.ca/v-guitar/barrie/orillia-trade-for-les-paul/1703899197
Stratocaster Standard Series Electric Guitar - Cherryburst,$299.00,https://www.kijiji.ca/v-guitar/st-catharines/stratocaster-standard-series-electric-guitar-cherryburst/1703898672
Fender Noiseless Pickups,$150.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/fender-noiseless-pickups/1703898661
Alastair Miller Green T with Lollar Charlie Christian,"$2,500.00",https://www.kijiji.ca/v-guitar/city-of-toronto/alastair-miller-green-t-with-lollar-charlie-christian/1697994272
Rouge Valley Ukulele,$60.00,https://www.kijiji.ca/v-guitar/windsor-area-on/rouge-valley-ukulele/1703898480
Hughes and Kettner Red Box MK 11 Cabinetululator G,$80.00,https://www.kijiji.ca/v-guitar/city-of-toronto/hughes-and-kettner-red-box-mk-11-cabinetululator-g/1700086239
Taylor 322 ce 12 Fret Acoustic Guitar,"$2,400.00",https://www.kijiji.ca/v-guitar/oshawa-durham-region/taylor-322-ce-12-fret-acoustic-guitar/1703898130
Peavey - Strat - Raptor Plus - EXP - Electric Guitar,$185.00,https://www.kijiji.ca/v-guitar/st-catharines/peavey-strat-raptor-plus-exp-electric-guitar/1703897707
Fender Locking Tuners,$50.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/fender-locking-tuners/1703897435
Junior Acoustic Guitar - Jay Jr / TBL - Blue - Good Condition,$145.00,https://www.kijiji.ca/v-guitar/st-catharines/junior-acoustic-guitar-jay-jr-tbl-blue-good-condition/1703897306
Dean Dime O Flage Camo,"$1,150.00",https://www.kijiji.ca/v-guitar/thunder-bay/dean-dime-o-flage-camo/1703897004
Martin D 15-M 2023,"$1,800.00",https://www.kijiji.ca/v-guitar/city-of-toronto/martin-d-15-m-2023/1703896977
Extreme Thrash Metal Guitars-Amps-Cabs,Please Contact,https://www.kijiji.ca/v-guitar/city-of-toronto/extreme-thrash-metal-guitars-amps-cabs/1703896717
Pickups/Electronics for Stratocaster,$75.00,https://www.kijiji.ca/v-guitar/kitchener-waterloo/pickups-electronics-for-stratocaster/1703896698
Fender Jazz Bass Pickguard + Mounting Screws,$15.00,https://www.kijiji.ca/v-guitar/oakville-halton-region/fender-jazz-bass-pickguard-mounting-screws/1703896689
Fender Acoustic Guitar with Case,$100.00,https://www.kijiji.ca/v-guitar/city-of-toronto/fender-acoustic-guitar-with-case/1703896502
FENDER Telecaster electric guitar in great condition,$800.00,https://www.kijiji.ca/v-guitar/oakville-halton-region/fender-telecaster-electric-guitar-in-great-condition/1703896494
"Electric Guitar..,",$325.00,https://www.kijiji.ca/v-guitar/city-of-toronto/electric-guitar/1608351271
ESP-LTD EC-256 Eclipse (Snow White),$600.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/esp-ltd-ec-256-eclipse-snow-white/1703895030
Guitar Hangers,$125.00,https://www.kijiji.ca/v-guitar/city-of-toronto/guitar-hangers/1703894998
Telecaster-richie kotzen signature,"$1,500.00",https://www.kijiji.ca/v-guitar/owen-sound/telecaster-richie-kotzen-signature/1703883922
EVH Wolfgang Special - Stealth Black with case,"$1,350.00",https://www.kijiji.ca/v-guitar/mississauga-peel-region/evh-wolfgang-special-stealth-black-with-case/1703894782
Blue Partcaster Strat,$250.00,https://www.kijiji.ca/v-guitar/st-catharines/blue-partcaster-strat/1646333143
Resonator Guitar,$450.00,https://www.kijiji.ca/v-guitar/ottawa/resonator-guitar/1703894455
K Yairi DY87 TBK acoustic guitar MINT,"$1,150.00",https://www.kijiji.ca/v-guitar/oshawa-durham-region/k-yairi-dy87-tbk-acoustic-guitar-mint/1698996470
Fender Oxblood Telecaster - Ebony & USA Pickups - Ltd Ed,"$1,000.00",https://www.kijiji.ca/v-guitar/city-of-toronto/fender-oxblood-telecaster-ebony-usa-pickups-ltd-ed/1703893809
Epiphone SG Special electric Guitar vintage worn cherry ,$500.00,https://www.kijiji.ca/v-guitar/guelph/epiphone-sg-special-electric-guitar-vintage-worn-cherry/1698369681
Fender Stratocaster USA 1997 on an MJT 1 Piece Ash Nitro Body,$795.00,https://www.kijiji.ca/v-guitar/ottawa/fender-stratocaster-usa-1997-on-an-mjt-1-piece-ash-nitro-body/1703720339
Epiphone Riviera Electric Guitar,$699.00,https://www.kijiji.ca/v-guitar/ottawa/epiphone-riviera-electric-guitar/1702114895
"DIY Guitar Kits, The largest selection of Do it Yourself Guitars",Please Contact,https://www.kijiji.ca/v-guitar/markham-york-region/diy-guitar-kits-the-largest-selection-of-do-it-yourself-guitars/1483566448
1974 Gibson L5s Custom ,"$8,800.00",https://www.kijiji.ca/v-guitar/london/1974-gibson-l5s-custom/1703274556
Fender Stratocaster electric guitar,$800.00,https://www.kijiji.ca/v-guitar/chatham-kent/fender-stratocaster-electric-guitar/1703367868
PRECISION GUITAR WORX,Please Contact,https://www.kijiji.ca/v-guitar/sudbury/precision-guitar-worx/1660305330
electric guitar,$80.00,https://www.kijiji.ca/v-guitar/markham-york-region/electric-guitar/1703891435
2022 Fender American Vintage II 1951 telecaster,"$2,600.00",https://www.kijiji.ca/v-guitar/ottawa/2022-fender-american-vintage-ii-1951-telecaster/1703891089
Cedar Seagull 12 String  Acoustic Guitar with Hard Case,$625.00,https://www.kijiji.ca/v-guitar/city-of-toronto/cedar-seagull-12-string-acoustic-guitar-with-hard-case/1691577061
Guitars for Sale!,Please Contact,https://www.kijiji.ca/v-guitar/windsor-area-on/guitars-for-sale/1703890576
YAMAHA FG-410-12 12 STRING ACOUSTIC GUITAR & BAG,$245.00,https://www.kijiji.ca/v-guitar/hamilton/yamaha-fg-410-12-12-string-acoustic-guitar-bag/1686510680
Simon & Patrick Acoustic Guitar ,$300.00,https://www.kijiji.ca/v-guitar/guelph/simon-patrick-acoustic-guitar/1703890503
